Question,Label
Write a Python program to find the years where 25th of December be a Sunday between 2000 and 2150. ,1
Write a Python program to accept a filename from the user and print the extension of that. ,1
Write a NumPy program to save two given arrays into a single file in compressed format (.npz format) and load it. ,1
Write a Python program to swap two sublists in a given list. ,1
Write a Pandas program to convert a specified character column in upper/lower cases in a given DataFrame. ,1
Write a NumPy program to stack 1-D arrays as columns wise. ,1
Write a NumPy program to get the lower-triangular L in the Cholesky decomposition of a given array. ,1
Write a Python program to get the unique values in a given list of lists. ,1
Write a NumPy program to compute the condition number of a given matrix. ,1
"Write a Python program to create and display all combinations of letters, selecting each letter from a different key in a dictionary. ",1
Write a Pandas program to filter the specified columns and records by range from world alcohol consumption dataset. ,1
Write a NumPy program to create a new array which is the average of every consecutive triplet of elements of a given array. ,1
"Write a Python program to create a new Arrow object, cloned from the current one. ",1
Write a Pandas program to get the length of the integer of a given column in a DataFrame. ,1
"Write a Python program to get information about the file pertaining to the file mode. Print the information - ID of device containing file, inode number, protection, number of hard links, user ID of owner, group ID of owner, total size (in bytes), time of last access, time of last modification and time of last status change. ",1
Write a Python program to create a flat list of all the values in a flat dictionary. ,1
rite a Python program to find numbers between 100 and 400 (both included) where each digit of a number is an even number. The numbers obtained should be printed in a comma-separated sequence.,1
Write a Python program to sort a list of dictionaries using Lambda. ,1
Write a NumPy program to normalize a 3x3 random matrix. ,1
Write a NumPy program to get the qr factorization of a given array. ,1
Write a Python program to print all permutations with given repetition number of characters of a given string. ,1
Write a Python program to test if a variable is a list or tuple or a set. ,1
Write a Python program to get all possible combinations of the elements of a given list using itertools module. ,1
Write a Pandas program to replace NaNs with a single constant value in specified columns in a DataFrame. ,1
Write a Python program to count the occurrences of the items in a given list using lambda. ,1
Write a NumPy program to generate an array of 15 random numbers from a standard normal distribution. ,1
Write a Python program to calculate the sum of the positive integers of n+(n-2)+(n-4)... (until n-x =< 0). ,1
"Write a Pandas program to create a horizontal stacked bar plot of opening, closing stock prices of Alphabet Inc. between two specific dates. ",1
Write a Pandas program to create a dataframe indexing by date and time. ,1
Write a Pandas program to create a time series object that has time indexed data. Also select the dates of same year and select the dates between certain dates. ,1
Write a NumPy program to remove the leading whitespaces of all the elements of a given array. ,1
Write a Python program to split a list into different variables. ,1
Write a Python program to find the first two elements of a given list whose sum is equal to a given value. Use itertools module to solve the problem. ,1
"Write a Pandas program to create an index labels by using 64-bit integers, using floating-point numbers in a given dataframe. ",1
Write a NumPy program to convert a NumPy array into Python list structure. ,1
Write a Python program to copy of a deque object and verify the shallow copying process. ,1
Write a Python program to create an instance of an OrderedDict using a given dictionary. Sort the dictionary during the creation and print the members of the dictionary in reverse order. ,1
"Write a Python program to retrieve the HTML code of the title, its text, and the HTML code of its parent. ",1
Write a Python program to shuffle and print a specified list. ,1
Write a NumPy program to swap columns in a given array. ,1
Write a Pandas program to find out the alcohol consumption details in the year '1986' or '1989' where WHO region is 'Americas' or 'Europe' from the world alcohol consumption dataset. ,1
Write a NumPy program to remove a specific column from a given array. ,1
Write a Pandas program convert the first and last character of each word to upper case in each word of a given series. ,1
"Write a Python program to replace hour, minute, day, month, year and timezone with specified value of current datetime using arrow. ",1
Write a NumPy program to create a vector of length 5 filled with arbitrary integers from 0 to 10. ,1
Write a Pandas program to insert a column in the sixth position of the said excel sheet and fill it with NaN values. ,1
Write a Pandas program to sort a given Series. ,1
Write a Python program to add two positive integers without using the '+' operator. ,1
Write a Pandas program to create a plot to present the number of unidentified flying object (UFO) reports per year. ,1
Write a Python program to sort a list of elements using Comb sort. ,1
Write a Python program to find maximum difference pair in a given list. ,1
Write a Python program to move the specified number of elements to the end of the given list. ,1
Write a Python program to insert an element at the beginning of a given OrderedDictionary. ,1
Write a Python program to print the following floating numbers upto 2 decimal places. ,1
Write a Python program to extract every first or specified element from a given two-dimensional list. ,1
Write a Python program to get the proleptic Gregorian ordinal of a given date. ,1
Write a Python program to iterate over dictionaries using for loops. ,1
Write a Python program to sort unsorted numbers using Stooge sort. ,1
Write a Python program to rearrange positive and negative numbers in a given array using Lambda. ,1
Write a Python program to perform an action if a condition is true. ,1
Write a Python program to find the maximum length of a substring in a given string where all the characters of the substring are same. Use itertools module to solve the problem. ,1
Write a Pandas program to import excel data (employee.xlsx ) into a Pandas dataframe and find a list of employees where hire_date between two specific month and year. ,1
Write a Python program to find the list of words that are longer than n from a given list of words. ,1
"Write a Python program to generate 26 text files named A.txt, B.txt, and so on up to Z.txt. ",1
Write a NumPy program to split a given text into lines and split the single line into array values. ,1
Write a Numpy program to test whether numpy array is faster than Python list or not. ,1
Write a Python program to insert an element in a given list after every nth position. ,1
"Write a NumPy program to create one-dimensional array of single, two and three digit numbers. ",1
Write a NumPy program to create an array of all the even integers from 30 to 70. ,1
"Write a Python program to get the symmetric difference between two iterables, without filtering out duplicate values. ",1
Write a Python program to create a file and write some text and rename the file name. ,1
Write a Python program to convert a given string to snake case. ,1
"Write a NumPy program to find rows of a given array of shape (8,3) that contain elements of each row of another given array of shape (2,2). ",1
Write a Python program to find a triplet in an array such that the sum is closest to a given number. Return the sum of the three integers. ,1
Write a Python program to display the first and last colors from the following list. ,1
"Write a Pandas program to create a plot of Open, High, Low, Close, Adjusted Closing prices and Volume of Alphabet Inc. between two specific dates. ",1
Write a Python program to delete a node with the given key in a given Binary search tree (BST). ,1
"Write a Python program to generate the running maximum, minimum value of the elements of an iterable. ",1
Write a Pandas program to get the items which are not common of two given series. ,1
"Write a Pandas program to filter all columns where all entries present, check which rows and columns has a NaN and finally drop rows with any NaNs from world alcohol consumption dataset. ",1
Write a Pandas program to compute the Euclidean distance between two given series. ,1
Write a Pandas program to convert year and day of year into a single datetime column of a dataframe.,1
Write a Python program to sort unsorted numbers using non-parallelized implementation of odd-even transposition sort. ,1
Write a NumPy program to replace a specific character with another in a given array of string values. ,1
Write a Python program to convert a hexadecimal color code to a tuple of integers corresponding to its RGB components. ,1
Write a Python program to convert a given list of tuples to a list of strings using map function. ,1
Write a Python program to check if the elements of the first list are contained in the second one regardless of order. ,1
Write a Python program to create a histogram from a given list of integers. ,1
Write a Python program that prints each item and its corresponding type from the following list.,1
Write a Python program to find the index of the first element in the given list that satisfies the provided testing function. ,1
Write a Python program to sort a given dictionary by key. ,1
Write a Python program to chose specified number of colours from three different colours and generate the unique combinations. ,1
Write a Pandas program to Combine two DataFrame objects by filling null values in one DataFrame with non-null values from other DataFrame. ,1
Write a NumPy program to multiply a matrix by another matrix of complex numbers and create a new matrix of complex numbers. ,1
Write a Python program to add two strings as they are numbers (Positive integer values). Return a message if the numbers are string. ,1
Write a Python program to insert spaces between words starting with capital letters. ,1
Write a Python program to print the following floating numbers upto 2 decimal places with a sign. ,1
Write a Python program to initialize and fills a list with the specified value. ,1
Write a Python program to convert a given array elements to a height balanced Binary Search Tree (BST). ,1
Write a Pandas program to merge two given datasets using multiple join keys. ,1
Write a Python program to create a deep copy of a given list. Use copy.copy,1
Write a NumPy program to get the memory usage by NumPy arrays. ,1
Write a Python program to find the first tag with a given attribute value in an html document. ,1
"Write a Python program to create a time object with the same hour, minute, second, microsecond and a timestamp representation of the Arrow object, in UTC time. ",1
Write a Python program to swap comma and dot in a string. ,1
Write a Python program to find the shortest distance from a specified character in a given string. Return the shortest distances through a list and use itertools module to solve the problem. ,1
Write a Python program to check whether a file path is a file or a directory. ,1
Write a Python program to create the smallest possible number using the elements of a given list of positive integers. ,1
Write a Python program to count the occurrence of each element of a given list. ,1
Write a NumPy program to extract all the elements of the second and third columns from a given (4x4) array. ,1
Write a Pandas program to check if a day is a business day (weekday) or not. ,1
Write a Python program to get the powerset of a given iterable. ,1
Write a Python program to create a dictionary from a string. ,1
Write a Pandas program to convert a dictionary to a Pandas series. ,1
Write a Python program that accepts a word from the user and reverse it. ,1
Write a NumPy program to find the indices of the maximum and minimum values along the given axis of an array. ,1
Write a Python program to replace a given tag with whatever's inside a given tag. ,1
Write a Python program to map two lists into a dictionary. ,1
Write a Python program to get the length in bytes of one array item in the internal representation. ,1
Write a Pandas program to convert the first column of a DataFrame as a Series. ,1
Write a NumPy program to find the number of rows and columns of a given matrix. ,1
Write a Python program to get all possible two digit letter combinations from a digit (1 to 9) string. ,1
Write a Python function to convert a given string to all uppercase if it contains at least 2 uppercase characters in the first 4 characters. ,1
Write a Python program to split a string on the last occurrence of the delimiter. ,1
Write a Python program to create a flat list of all the keys in a flat dictionary. ,1
Write a NumPy program to compute the inverse of a given matrix. ,1
Write a Python program to calculate the sum of all digits of the base to the specified power. ,1
Write a Python program to start a new process replacing the current process. ,1
Write a Pandas program to swap the cases of a specified character column in a given DataFrame. ,1
"Write a NumPy program to create an element-wise comparison (greater, greater_equal, less and less_equal) of two given arrays. ",1
"Write a Python program to build a list, using an iterator function and an initial seed value. ",1
"Write a Python program to remove the K'th element from a given list, print the new list. ",1
Write a Python program to interleave multiple given lists of different lengths. ,1
Write a NumPy program to combine a one and a two dimensional array together and display their elements. ,1
"Write a NumPy program to calculate hyperbolic sine, hyperbolic cosine, and hyperbolic tangent for all elements in a given array. ",1
Write a NumPy program to calculate the Euclidean distance. ,1
Write a Pandas program to find the Indexes of missing values in a given DataFrame. ,1
Write a NumPy program to print all the values of an array. ,1
Write a Python program to skip the headers of a given CSV file. Use csv.reader,1
Write a NumPy program to compute pearson product-moment correlation coefficients of two given arrays. ,1
Write a Python program to get the frequency of the tuples in a given list. ,1
Write a NumPy program to make the length of each element 15 of a given array and the string centered / left-justified / right-justified with paddings of _. ,1
"Write a NumPy program to find the set difference of two arrays. The set difference will return the sorted, unique values in array1 that are not in array2. ",1
"Write a NumPy program to create a vector of size 10 with values ranging from 0 to 1, both excluded. ",1
Write a NumPy program to evaluate Einstein's summation convention of two given multidimensional arrays. ,1
Write a Python program to remove the contents of a tag in a given html document. ,1
Write a Python program to count the number of elements in a list within a specified range. ,1
Write a Python program to concatenate elements of a list. ,1
Write a Python program to access multiple elements of specified index from a given list. ,1
Write a Python program to Zip two given lists of lists. ,1
Write a Pandas program to extract unique reporting dates of unidentified flying object (UFO). ,1
"Write a Pandas program to create a Pivot table and find survival rate by gender, age of the different categories of various classes. ",1
Write a Python program to sort unsorted numbers using Pigeonhole sorting. ,1
"Write a Python program to calculate the difference between two iterables, without filtering duplicate values. ",1
Write a Python program to get the number of datasets currently listed on data.gov. ,1
"Write a NumPy program to add two arrays A and B of sizes (3,3) and (,3). ",1
Write a Python program to detect the number of local variables declared in a function. ,1
Write a Python program to that takes any number of iterable objects or objects with a length property and returns the longest one. ,1
Write a Python program that multiply each number of given list with a given number using lambda function. Print the result. ,1
Write a Python program to convert list to list of dictionaries. ,1
"Write a Python program to round a Decimal value to the nearest multiple of 0.10, unless already an exact multiple of 0.05. Use decimal.Decimal",1
Write a Pandas program to split the following given dataframe into groups based on school code and cast grouping as a list. ,1
Write a Python program to find the missing number in a given array of numbers between 10 and 20. ,1
"Write a Python program to map the values of a list to a dictionary using a function, where the key-value pairs consist of the original value as the key and the result of the function as the value. ",1
Write a Python program to check if there are duplicate values in a given flat list. ,1
Write a Python program to combine two given sorted lists using heapq module. ,1
Write a Python program to find shortest list of values with the keys in a given dictionary. ,1
"Write a Python program to check for access to a specified path. Test the existence, readability, writability and executability of the specified path. ",1
Write a Python program to sort a list of elements using Selection sort. ,1
Write a Pandas program to split the following datasets into groups on customer_id to summarize purch_amt and calculate percentage of purch_amt in each group. ,1
Write a Python program to extract a tag or string from a given tree of html document. ,1
Write a Python program to remove consecutive duplicates of a given list. ,1
"Write a Pandas program to create a Pivot table and find the total sale amount region wise, manager wise, sales man wise. ",1
Write a Pandas program to find out the alcohol consumption details in the year '1986' where WHO region is 'Western Pacific' and country is 'VietNam' from the world alcohol consumption dataset. ,1
"Write a Python function that checks whether a passed string is palindrome or not.
",1
Write a Python program to count integer in a given mixed list. ,1
Write a Python program to check if first digit/character of each element in a given list is same or not. ,1
"Write a Python program to print four values decimal, octal, hexadecimal (capitalized), binary in a single line of a given integer. ",1
Write a NumPy program to extract third and fourth elements of the first and second rows from a given (4x4) array. ,1
Write a NumPy program to create a record array from a (flat) list of arrays. ,1
Write a Python program to find palindromes in a given list of strings using Lambda. ,1
"Write a Python program that reads a CSV file and remove initial spaces, quotes around each entry and the delimiter. ",1
Write a Pandas program to create a bar plot of the trading volume of Alphabet Inc. stock between two specific dates. ,1
Write a Python program to delete all occurrences of a specified character in a given string. ,1
"Write a Pandas program to create a Pivot table and find manager wise, salesman wise total sale and also display the sum of all sale amount at the bottom. ",1
"Write a Python program to create a time object with the same hour, minute, second, microsecond and timezone info. ",1
Write a Pandas program to get the items of a given series not present in another given series. ,1
Write a Python program to create a new list dividing two given lists of numbers. ,1
"Write a Python program to print the documents (syntax, description etc.) of Python built-in function(s). ",1
"Write a Python program to count the even, odd numbers in a given array of integers using Lambda. ",1
Write a Python program to get a datetime or timestamp representation from current datetime. ,1
Write a Python program to check whether lowercase letters exist in a string. ,1
Write a Pandas program to split the following given dataframe into groups based on single column and multiple columns. Find the size of the grouped data. ,1
Write a Python program to create a new JSON file from an existing JSON file. ,1
Write a Python program to move spaces to the front of a given string. ,1
Write a Pandas program to check whether alpha numeric values present in a given column of a DataFrame. ,1
Write a Python program to split a given dictionary of lists into list of dictionaries. ,1
Write a Python program to read specific columns of a given CSV file and print the content of the columns. ,1
Write a Python program to create a list with infinite elements. ,1
Write a NumPy program to select indices satisfying multiple conditions in a NumPy array. ,1
Write a Python program to invert a given dictionary with non-unique hashable values. ,1
Write a NumPy program to create an inner product of two arrays. ,1
Write a Pandas program to create a Pivot table and find the maximum sale value of the items. ,1
Write a Pandas program to convert index of a given dataframe into a column. ,1
Write a Python program to sum a specific column of a list in a given list of lists. ,1
Write a Python program to add two given lists and find the difference between lists. Use map() function. ,1
Write a Pandas program to create a date range using a startpoint date and a number of periods. ,1
"Write a NumPy program to calculate inverse sine, inverse cosine, and inverse tangent for all elements in a given array. ",1
Write a Pandas program to create the mean and standard deviation of the data of a given Series. ,1
Write a Python program to remove duplicates from a list. ,1
Write a Python program to find the latitude and longitude of a given location using Nominatim API and GeoPy package. ,1
Write a Python program to get hourly datetime between two hours. ,1
Write a Python program to sort an unsorted array numbers using Wiggle sort. ,1
Write a NumPy program to compute the inner product of vectors for 1-D arrays (without complex conjugation) and in higher dimension. ,1
Write a Python program to find the pairs of maximum and minimum product from a given list. Use itertools module. ,1
Write a python program to check whether two lists are circularly identical. ,1
" Write a NumPy program to create a 4x4 matrix in which 0 and 1 are staggered, with zeros on the main diagonal. ",1
Write a Python program to convert a given list of integers and a tuple of integers in a list of strings. ,1
Write a Python program to retrieve the value of the nested key indicated by the given selector list from a dictionary or list. ,1
Write a Python program to insert tags or strings immediately after specified tags or strings. ,1
Write a Python program to get all values from an enum class. ,1
Write a Python program to create a list of random integers and randomly select multiple items from the said list. Use random.sample(),1
Write a Python program to find tags by CSS class in a given html document. ,1
Write a Pandas program to create a plot to visualize daily percentage returns of Alphabet Inc. stock price between two specific dates. ,1
Write a Python program to count the most common words in a dictionary. ,1
Write a NumPy program to get the values and indices of the elements that are bigger than 10 in a given array. ,1
Write a Python program that prints all the numbers from 0 to 6 except 3 and 6.,1
A Python Dictionary contains List as value. Write a Python program to clear the list values in the said dictionary. ,1
Write a Python program to find the maximum and minimum values in a given list within specified index range. ,1
Write a Pandas program to get the positions of items of a given series in another given series. ,1
Write a Python program to count the frequency in a given dictionary. ,1
Write a Python program to insert values to a table from user input. ,1
Write a Python program to find the length of the text of the first <h2> tag of a given html document. ,1
Write a NumPy program to get the number of nonzero elements in an array. ,1
Write a Pandas program to replace more than one value with other values in a given DataFrame. ,1
Write a NumPy program to compute the eigenvalues and right eigenvectors of a given square array. ,1
Write a Python program to chunk a given list into n smaller lists. ,1
Write a NumPy program to add a border (filled with 0's) around an existing array. ,1
Write a Python program to create an array contains six integers. Also print all the members of the array. ,1
Write a Python program to check whether all dictionaries in a list are empty or not. ,1
Write a NumPy program to place a specified element in specified time randomly in a specified 2D array. ,1
"Write a Python program to read a matrix from console and print the sum for each column. Accept matrix rows, columns and elements for each column separated with a space(for every row) as input from the user. ",1
Write a Pandas program to select consecutive columns and also select rows with Index label 0 to 9 with some columns from world alcohol consumption dataset. ,1
rite a Python class named Rectangle constructed by a length and width and a method which will compute the area of a rectangle. ,1
Write a Pandas program to remove the html tags within the specified column of a given DataFrame. ,1
Write a NumPy program to add a vector to each row of a given matrix. ,1
Write a Pandas program to find out the alcohol consumption of a given year from the world alcohol consumption dataset. ,1
Write a Python program to compute average of two given lists. ,1
"Write a NumPy program to create 24 python datetime.datetime objects (single object for every hour), and then put it in a numpy array. ",1
Write a Pandas program to import some excel data (coalpublic2013.xlsx ) skipping first twenty rows into a Pandas dataframe. ,1
Write a Python program to append the same value /a list multiple times to a list/list-of-lists. ,1
Write a NumPy program to replace all elements of NumPy array that are greater than specified array. ,1
Write a Python program to calculate the product of the unique numbers of a given list. ,1
Write a Pandas program to create a heatmap (rectangular data as a color-encoded matrix) for comparison of the top 10 years in which the UFO was sighted vs each Month. ,1
Write a Python program to remove existing indentation from all of the lines in a given text. ,1
Write a Pandas program to import given excel data (employee.xlsx ) into a Pandas dataframe and sort based on multiple given columns. ,1
Write a Pandas program to start index with different value rather than 0 in a given DataFrame. ,1
"Write a Pandas program to create a bar plot of opening, closing stock prices of Alphabet Inc. between two specific dates. ",1
Write a Pandas program to create a Pivot table and calculate how many women and men were in a particular cabin class. ,1
Write a Python program to find the maximum and minimum values in a given heterogeneous list. ,1
Write a Pandas program to split a given dataset using group by on specified column into two labels and ranges. ,1
Write a Python program to find common elements in a given list of lists. ,1
Write a Python program to check whether a list contains a sublist. ,1
Write a Python program to count the number of each character of a given text of a text file. ,1
Write a NumPy program to concatenate two 2-dimensional arrays. ,1
Write a Python program to remove None value from a given list using lambda function. ,1
Write a Python program to configure the rounding to round up and round down a given decimal value. Use decimal.Decimal,1
Write a Python program to find the highest 3 values of corresponding keys in a dictionary. ,1
Write a Pandas program to convert a NumPy array to a Pandas series. ,1
"Write a NumPy program to get the number of items, array dimensions, number of array dimensions and the memory size of each element of a given array. ",1
Write a Python program to drop empty Items from a given Dictionary. ,1
Write a Pandas program to stack two given series vertically and horizontally. ,1
Write a NumPy program to create an array which looks like below array. ,1
Write a NumPy program to find common values between two arrays. ,1
Write a Pandas program to extract only number from the specified column of a given DataFrame. ,1
Write a Python program to download and display the content of robot.txt for en.wikipedia.org. ,1
Write a Python program to calculate the discriminant value. ,1
Write a Python program to compute the sum of non-zero groups (separated by zeros) of a given list of numbers. ,1
Write a Python program to generate all permutations of a list in Python. ,1
Write a Python program to sort unsorted strings using natural sort. ,1
"Create a dataframe of ten rows, four columns with random values. Write a Pandas program to highlight the maximum value in each column. ",1
Write a Python program to find whether a given array of integers contains any duplicate element. Return true if any value appears at least twice in the said array and return false if every element is distinct. ,1
Write a NumPy program to create a white image of size 512x256. ,1
Write a Python program to find the maximum and minimum values in a given list of tuples. ,1
Write a Python program to find the items starts with specific character from a given list. ,1
Write a Python program to split a given list into two parts where the length of the first part of the list is given. ,1
Write a Python program to check the sum of three elements (each from an array) from three arrays is equal to a target value. Print all those three-element combinations. ,1
Write a Python program to construct an infinite iterator that returns evenly spaced values starting with a specified number and step. ,1
Write a NumPy program to create an array of equal shape and data type of a given array. ,1
"Create a dataframe of ten rows, four columns with random values. Write a Pandas program to display the dataframe in table style and border around the table and not around the rows. ",1
rite a Python program which accepts a sequence of comma separated 4 digit binary numbers as its input and print the numbers that are divisible by 5 in a comma separated sequence. ,1
Write a Python program to compute the sum of digits of each number of a given list. ,1
Write a Pandas program to print the day after and before a specified date. Also print the days between two given dates. ,1
Write a Pandas program to extract date (format: mm-dd-yyyy) from a given column of a given DataFrame. ,1
Write a Python program to sort a list of elements using the quick sort algorithm. ,1
"Write a Python program to check if a given list is strictly increasing or not. Moreover, If removing only one element from the list results in a strictly increasing list, we still consider the list true. ",1
"Write a Python program to generate a random color hex, a random alphabetical string, random value between two integers (inclusive) and a random multiple of 7 between 0 and 70. Use random.randint()",1
Write a Python class which has two methods get_String and print_String. get_String accept a string from the user and print_String print the string in upper case. ,1
Write a Python program to get the Fibonacci series between 0 to 50. ,1
Write a Python program to convert a given dictionary into a list of lists. ,1
"Write a NumPy program to create two arrays with shape (300,400, 5), fill values using unsigned integer (0 to 255). Insert a new axis that will appear at the beginning in the expanded array shape. Now combine the said two arrays into one. ",1
Write a Pandas program to create a Pivot table and find the minimum sale value of the items. ,1
Write a Python program to print all unique values in a dictionary. ,1
Write a Python program to remove key values pairs from a list of dictionaries. ,1
Write a NumPy program to create a 5x5 matrix with row values ranging from 0 to 4. ,1
"Write a Python program to find the first appearance of the substring 'not' and 'poor' from a given string, if 'not' follows the 'poor', replace the whole 'not'...'poor' substring with 'good'. Return the resulting string. ",1
Write a Python program to lowercase first n characters in a string. ,1
Write a Python program to find the first duplicate element in a given array of integers. Return -1 If there are no such elements. ,1
Write a Python program to interleave two given list into another list randomly using map() function. ,1
Write a Python program to remove duplicate words from a given string. ,1
Write a Pandas program to get the index of an element of a given Series. ,1
"Write a Python program to check if a given string contains an element, which is present in a list. ",1
Write a Python program to insert a list of records into a given SQLite table. ,1
Write a Python program to sort a list of elements using Pancake sort. ,1
Write a Python program to shift last element to first position and first element to last position in a given list. ,1
Write a NumPy program to create a 5x5x5 cube of 1's. ,1
Write a NumPy program to display NumPy array elements of floating values with given precision. ,1
"Write a Pandas program to compute the minimum, 25th percentile, median, 75th, and maximum of a given series. ",1
Write a Python program to find the majority element from a given array of size n using Collections module. ,1
Write a Python program to insert a new text within a url in a specified position. ,1
Write a Python program to convert a given list of strings and characters to a single list of characters. ,1
Write a Python program to perform a deep flattens a list. ,1
Write a Python program to insert a given string at the beginning of all items in a list. ,1
Write a Python program to get a datetime or timestamp representation from current datetime. ,1
rite a NumPy program to create a null vector of size 10 and update sixth value to 11.,1
Write a Python program to concatenate the consecutive numbers in a given string. ,1
Write a Python program to sort unsorted numbers using Odd Even Transposition Parallel sort. ,1
Write a NumPy program to rearrange columns of a given NumPy 2D array using given index positions. ,1
Write a Python program to remove a specified dictionary from a given list. ,1
Write a Pandas program to extract only punctuations from the specified column of a given DataFrame. ,1
Write a NumPy program to extract all the elements of the second row from a given (4x4) array. ,1
Write a NumPy program to convert cartesian coordinates to polar coordinates of a random 10x2 matrix representing cartesian coordinates. ,1
"Create a dataframe of ten rows, four columns with random values. Write a Pandas program to highlight the maximum value in last two columns. ",1
Write a Python program to check if all items of a given list of strings is equal to a given string. ,1
Write a Python program to convert the values of RGB components to a hexadecimal color code. ,1
Write a NumPy program to compute the determinant of an array. ,1
Write a Python program to find the first occurrence of a given number in a sorted list using Binary Search (bisect). ,1
Write a Python program to get the frequency of the elements in a list. ,1
Write a Pandas program to count the number of missing values of a specified column in a given DataFrame. ,1
rite a Python program to display the current date and time.,1
"Write a NumPy program to test element-wise of a given array for finiteness (not infinity or not Not a Number), positive or negative infinity, for NaN, for NaT (not a time), for negative infinity, for positive infinity. ",1
Write a NumPy program to sum and compute the product of a NumPy array elements. ,1
Write a Python program to interleave multiple given lists of different lengths using itertools module. ,1
Write a Python program to find the maximum value in a given heterogeneous list using lambda. ,1
"Write a NumPy program to find the set exclusive-or of two arrays. Set exclusive-or will return the sorted, unique values that are in only one (not both) of the input arrays. ",1
Write a NumPy program to stack arrays in sequence vertically. ,1
Write a Python program to get the n maximum elements from a given list of numbers. ,1
Write a NumPy program to test element-wise for positive or negative infinity. ,1
"Write a Python program to get the difference between a given number and 17, if the number is greater than 17 return double the absolute difference. ",1
Write a NumPy program to remove all rows in a NumPy array that contain non-numeric values. ,1
Write a Pandas program to find the indexes of rows of a specified value of a given column in a DataFrame. ,1
Write a Python program to calculate arc length of an angle. ,1
Write a NumPy program to create a Cartesian product of two arrays into single array of 2D points. ,1
Write a NumPy program to find the missing data in a given array. ,1
Write a Python program to add more number of elements to a deque object from an iterable object. ,1
Write a Python program to print content of elements that contain a specified string of a given web page. ,1
Write a Python program to get an array buffer information. ,1
Write a Python program to count the number of lines in a given CSV file. Use csv.reader,1
Write a Python program to sort an odd-even sort or odd-even transposition sort. ,1
"Write a Python program to display a number in left, right and center aligned of width 10. ",1
Write a Python program to determine whether variable is defined or not. ,1
Write a NumPy program to replace the negative values in a NumPy array with 0. ,1
"Write a Pandas program to create a stacked bar plot of opening, closing stock prices of Alphabet Inc. between two specific dates. ",1
Write a Python program to find missing and additional values in two lists. ,1
rite a Python program to remove spaces from a given string. ,1
Write a Pandas program to create a Pivot table and find the region wise Television and Home Theater sold. ,1
Write a Python program to update all the values of a specific column of a given SQLite table. ,1
Write a Python program to swap two variables. ,1
Write a Pandas program to join two dataframes using keys from right dataframe only. ,1
Write a NumPy program to compute the inner product of two given vectors. ,1
Write a Pandas program to calculate all Thursdays between two given days. ,1
Write a Python program to print all permutations of a given string (including duplicates). ,1
Write a Python program to extract values from a given dictionaries and create a list of lists from those values. ,1
Write a NumPy program to calculate the sum of all columns of a 2D NumPy array. ,1
Write a Python program to remove the n,1
Write a Python program to remove duplicate characters of a given string. ,1
Write a NumPy program to create a record array from a given regular array. ,1
Write a Python program to create a ctime formatted representation of the date and time using arrow module. ,1
Write a Python program to input two integers in a single line. ,1
"Write a Python program to find out, if the given number is abundant. ",1
Write a NumPy program to create a random vector of size 10 and sort it. ,1
"Write a NumPy program to create to concatenate two given arrays of shape (2, 2) and (2,1). ",1
Write a Python program to find the first repeated character in a given string. ,1
Write a python program to find the longest words. ,1
"Write a Python program to display your details like name, age, address in three different lines. ",1
Write a Python program to count the frequency of consecutive duplicate elements in a given list of numbers. Use itertools module. ,1
Write a Python program to get the daylight savings time adjustment using arrow module. ,1
Write a Pandas program to construct a series using the MultiIndex levels as the column and index. ,1
Write a Python program to write dictionaries and a list of dictionaries to a given CSV file. Use csv.reader,1
Write a Python program to find the first non-repeating character in given string. ,1
Write a Python program to merge more than one dictionary in a single expression. ,1
Write a Python program to shuffle the elements of a given list. Use random.shuffle(),1
"Write a Pandas program to filter those records where WHO region matches with multiple values (Africa, Eastern Mediterranean, Europe) from world alcohol consumption dataset. ",1
Write a Python program to sort a given matrix in ascending order according to the sum of its rows. ,1
"Write a Python code to send a request to a web page, and print the JSON value of the response. Also print each key value of the response. ",1
Write a Python program to insert a new item before the second element in an existing array. ,1
Write a NumPy program to save as text a matrix which has in each row 2 float and 1 string at the end. ,1
Write a Python program to check whether multiple variables have the same value. ,1
"Write a Python program to write a string to a buffer and retrieve the value written, at the end discard buffer memory. ",1
Write a Python program to copy the contents of a file to another file . ,1
Write a NumPy program to merge three given NumPy arrays of same shape. ,1
Write a NumPy program to interchange two axes of an array. ,1
Write a Python program to decapitalize the first letter of a given string. ,1
"Write a Pandas program to select first 2 rows, 2 columns and specific two columns from World alcohol consumption dataset. ",1
Write a NumPy program to compute e,1
Write a Python program to move the specified number of elements to the start of the given list. ,1
Write a Python program to find and print all li tags of a given web page. ,1
Write a Pandas program to add summation to a row of the given excel file. ,1
"Write a Python program to make a chain of function decorators (bold, italic, underline etc.) in Python. ",1
Write a Python program to remove an element from a given list. ,1
Write a Python program to count repeated characters in a string. ,1
Write a Pandas program to check if a specified column starts with a specified string in a DataFrame. ,1
Write a NumPy program to replace all the nan (missing values) of a given array with the mean of another array. ,1
Write a Python program to execute a string containing Python code. ,1
Write a Python program to check whether an integer fits in 64 bits. ,1
Write a Python program to calculate the sum of the numbers in a list between the indices of a specified range. ,1
Write a Pandas program to convert year-month string to dates adding a specified day of the month. ,1
Write a NumPy program to convert numpy datetime64 to Timestamp. ,1
Write a Pandas program to rename all and only some of the column names from world alcohol consumption dataset. ,1
Write a Python program to get the n minimum elements from a given list of numbers. ,1
